job_id,office,position_title,date,year,listing_type,umap_x,umap_y,cluster
MEM-525-24,Congresswoman Maggie Goodlander (NH-02),Legislative Correspondent,2024-12-30,2024,staff,-0.4772766,5.898412,-1
MEM-524-24,,District Representative,2024-12-30,2024,staff,-5.75127,13.821715,-1
MEM-523-24,,Digital Assistant,2024-12-30,2024,staff,-3.947608,-2.9710462,-1
MEM-522-24,Congressman Pat Ryan (NY-18),Press Secretary,2024-12-30,2024,staff,-3.0785174,-4.457719,-1
MEM-521-24,Congresswoman Alma S. Adams (NC-12),Communications Director,2024-12-30,2024,staff,-0.8623174,-6.0930657,12
MEM-520-24,Congresswoman-elect Maxine Dexter (OR-03),Legislative Assistant,2024-12-30,2024,staff,6.0519686,7.8848658,-1
MEM-519-24,Congressman Jamie Raskin (MD-08),Scheduling Director / Operations Manager,2024-12-30,2024,staff,2.5236702,16.946684,20
MEM-518-24,Congressman Greg Steube (FL-17),District Director,2024-12-30,2024,staff,-4.1910386,12.629336,-1
MEM-517-24,Congresswoman Susie Lee (NV-03),DC Scheduler,2024-12-30,2024,staff,2.2094774,17.396805,20
MEM-516-24,Congresswoman Jennifer McClellan (VA-04),Communications Director,2024-12-30,2024,staff,-1.0161587,-6.257432,12
MEM-514-24,Congresswoman Pramila Jayapal (WA-07),Legislative Counsel,2024-12-30,2024,staff,6.196664,6.05922,8
MEM-040-25,Congressman Rob Wittman (VA-01),Legislative Director,2025-02-03,2025,staff,6.364205,7.592979,-1
MEM-038-25,Congresswoman Jahana Hayes (CT-05),Communications Director,2025-02-03,2025,staff,-1.0140053,-6.324651,12
MEM-037-25,Congresswoman Madeleine Dean (PA-04),Legislative Counsel,2025-02-03,2025,staff,6.263939,6.2923517,-1
MEM-036-25,,Legislative Director,2025-02-03,2025,staff,6.685281,9.219826,-1
MEM-035-25,,Professional Staff Member,2025-02-03,2025,staff,7.3958974,1.3481249,2
MEM-029-25,,Speechwriter,2025-01-27,2025,staff,-3.3126922,-5.694771,-1
MEM-028-25,,Content Partnership Manager,2025-01-27,2025,staff,-4.063575,-3.2202384,-1
MEM-033-25,Congresswoman Alma S. Adams (NC-12),Scheduler,2025-01-27,2025,staff,2.2149992,17.408287,20
MEM-032-25,Congresswoman Janelle Bynum (OR-5),Legislative Assistant,2025-01-27,2025,staff,6.5053883,7.3751974,-1
MEM-031-25,,Clerk/Paralegal,2025-01-27,2025,staff,5.6189556,5.2816825,-1
MEM-030-25,Congresswoman Jill Tokuda (HI-02),Legislative Assistant / Senior Legislative Assistant / Policy Advisor,2025-01-27,2025,staff,6.603742,7.816533,-1
MEM-027-25,,Staff Assistant,2025-01-27,2025,staff,4.719755,3.0446563,14
MEM-026-25,Congressman Greg Steube (FL-17),Communications Director,2025-01-27,2025,staff,-0.90027606,-6.7923365,12
MEM-025-25,Congressman French Hill (AR-02),Press Secretary,2025-01-27,2025,staff,-2.6926868,-4.8302555,12
MEM-024-25,,Field Representative,2025-01-27,2025,staff,-5.9514933,14.150418,-1
MEM-022-25,Congresswoman Madeleine Dean (PA-04),District Caseworker (Social Security and Medicare),2025-01-27,2025,staff,-6.8534164,13.642039,-1
MEM-021-25,,Communications Director,2025-01-27,2025,staff,-1.5674113,-4.807883,-1
MEM-019-25,,Press Assistant,2025-01-27,2025,staff,-2.5364695,-3.9746675,12
MEM-016-25,Congresswoman Pramila Jayapal (WA-07),Senior Legislative Assistant,2025-01-20,2025,staff,6.320382,6.430045,8
MEM-015-25,Congresswoman Summer L. Lee (PA-12),Senior Legislative Assistant,2025-01-20,2025,staff,6.2192016,7.068647,8
MEM-013-25,Congresswoman Sarah McBride (DE-AL),Legislative Assistant,2025-01-20,2025,staff,6.1422644,7.6753654,-1
MEM-012-25,Congresswoman Shontel M. Brown (OH-11),Operations Assistant/Legislative Correspondent,2025-01-20,2025,staff,-1.1233946,7.194548,-1
MEM-011-25,Congressman Greg Stanton (AZ-04),Outreach Coordinator,2025-01-20,2025,staff,-5.1165075,13.693392,-1
MEM-010-25,Congressman Greg Stanton (AZ-04),Senior Outreach Coordinator,2025-01-20,2025,staff,-5.0837345,13.682,-1
MEM-009-25,Congressman Rob Wittman (VA-01),Digital Media Manager,2025-01-20,2025,staff,-3.815636,-3.2794876,-1
MEM-008-25,Congressman Mike Flood (NE-01),District Special Assistant,2025-01-13,2025,staff,-1.2444617,8.859474,-1
MEM-530-24,,"Research Assistant, Subcommittee on Disability Assistance and Memorial Affairs, House Committee on Veterans' Affairs, Majority Staff",2025-01-06,2025,staff,7.4799027,1.0422724,2
MEM-048-25,,Digital Director,2025-02-10,2025,staff,-4.3013067,-2.806514,12
MEM-047-25,Congressman Brad Sherman (CA-32),Caseworker,2025-02-10,2025,staff,-6.826406,13.749394,-1
MEM-046-25,,Counsel or Professional Staff Member,2025-02-10,2025,staff,6.5502653,4.132175,7
MEM-045-25,Congressman Glenn Ivey (MD-04),Correspondence Fellow,2025-02-10,2025,staff,-0.61146617,5.948007,-1
MEM-043-25,,Associate General Counsel/Assistant General Counsel,2025-02-10,2025,staff,5.666217,5.2233872,-1
MEM-042-25,Congressman Gabe Vasquez (NM-02),Scheduler,2025-02-10,2025,staff,2.084208,17.540491,-1
MEM-056-25,,Digital Staffer,2025-02-17,2025,staff,-4.051654,-2.8869178,-1
MEM-054-25,Congresswoman Melanie Stansbury (NM-01),Communications Advisor,2025-02-17,2025,staff,-0.7701254,-6.1680956,-1
MEM-053-25,,Counsel to the Subcommittee on Capital Markets,2025-02-17,2025,staff,4.8843126,6.6038094,-1
MEM-051-25,U.S. Representative Greg Landsman (OH-01),District Staff Assistant - Communications and Office Logistics,2025-02-17,2025,staff,-1.0218967,8.363046,-1
MEM-076-25,Congressman Mike Flood (NE-01),Special Assistant,2025-02-24,2025,staff,-1.1961082,8.7765665,-1
MEM-074-25,Congressman Jonathan L. Jackson (IL-01),Press/Digital Assistant,2025-02-24,2025,staff,-3.4921737,-3.3145106,12
MEM-072-25,Congressman Rob Wittman (VA-01),Press Assistant,2025-02-24,2025,staff,-3.1999197,-3.5114095,12
MEM-071-25,Congresswoman Kristen McDonald Rivet (MI-08),Press/Digital Assistant,2025-02-24,2025,staff,-3.4645662,-3.2712064,12
MEM-067-25,Congressman Jonathan L. Jackson (IL-01),District Director,2025-02-24,2025,staff,-4.1370697,12.583382,-1
MEM-064-25,,Oversight and Investigations Law Clerk,2025-02-24,2025,staff,6.238617,3.9346886,-1
MEM-063-25,"Congresswoman Maxine Dexter, M.D. (OR-03)",Digital/Press Assistant,2025-02-24,2025,staff,-3.5460641,-3.1822836,12
MEM-062-25,Congresswoman Kim Schrier (WA-08),Staff/Press Assistant,2025-02-24,2025,staff,-2.6623797,-2.784557,-1
MEM-060-25,Congressman Rick Larsen (WA-02),District Scheduler & Staff Assistant,2025-02-24,2025,staff,1.5510544,17.400171,-1
MEM-116-25,Congresswoman Rashida Tlaib (MI-12),Legislative Director,2025-03-31,2025,staff,6.1421056,8.92329,-1
MEM-115-25,,Director of Administration,2025-03-31,2025,staff,10.587387,1.267649,-1
MEM-114-25,Congresswoman Lois Frankel (FL-22),Digital Manager,2025-03-31,2025,staff,-4.019347,-2.8392818,-1
MEM-113-25,,Export Controls Professional,2025-03-31,2025,staff,6.7630305,6.1275964,-1
MEM-112-25,Congressman Ro Khanna (CA-17),Scheduler & Operations Coordinator,2025-03-31,2025,staff,1.5549724,17.603333,-1
MEM-108-25,,Digital Assistant,2025-03-24,2025,staff,-4.13324,-3.0876555,-1
MEM-107-25,Congresswoman Nanette Barragán (CA-44),Scheduler/Executive Assistant,2025-03-24,2025,staff,1.5433073,17.581484,20
MEM-106-25,Congressman Ted W. Lieu (CA-36),Field Representative and Constituent Services Representative,2025-03-24,2025,staff,-6.0027075,14.036132,-1
MEM-105-25,,Investigative Support Analyst,2025-03-24,2025,staff,9.356106,1.7713389,-1
MEM-104-25,,Healthcare Investigator,2025-03-24,2025,staff,7.4829025,1.4388378,2
MEM-103-25,Congressman Vern Buchanan (FL-16),Health Policy Advisor/Counsel,2025-03-24,2025,staff,7.2048717,7.412683,-1
MEM-100-25,Congressman Tony Gonzales (TX-23),Military Legislative Assistant,2025-03-17,2025,staff,7.2947025,6.3319955,-1
MEM-095-25,Congressman Gabe Amo (RI-01),Communications Director,2025-03-17,2025,staff,-1.3457397,-5.8805623,12
MEM-088-25,,Senior Auditor Information Systems,2025-03-10,2025,staff,7.7176957,1.7976462,-1
MEM-082-25,Congressman Greg Steube (FL-17),Field Representative,2025-03-03,2025,staff,-5.9415026,14.242859,-1
MEM-086-25,Congressman Bob Latta (OH-05),Staff Assistant,2025-03-03,2025,staff,-1.6992936,7.7557526,-1
MEM-081-25,,Legislative Assistant,2025-03-03,2025,staff,7.0449533,6.4039755,-1
MEM-080-25,,Legislative Correspondent,2025-03-03,2025,staff,-0.50562245,5.806651,-1
MEM-102-25,,Professional Staff Member for Federal Lands,2025-03-17,2025,staff,5.449276,3.5630145,-1
MEM-101-25,,Staff Assistant,2025-03-17,2025,staff,4.9206614,3.2541957,-1
MEM-094-25,Congressman Vern Buchanan (FL-16),Press Secretary/Press Assistant,2025-03-17,2025,staff,-3.0611677,-4.2412596,12
MEM-121-25,,Communications Director,2025-04-07,2025,staff,-0.7157274,-5.0506096,12
MEM-127-25,,Press Secretary/Digital Director,2025-04-07,2025,staff,-3.3436625,-4.0333443,12
MEM-126-25,"Congresswoman Alma S. Adams, Ph.D. (NC-12)",Legislative Director,2025-04-07,2025,staff,6.946824,8.528624,-1
MEM-125-25,Congresswoman Andrea Salinas (OR-06),Press Assistant/Deputy Press Secretary,2025-04-07,2025,staff,-3.066204,-4.294283,-1
MEM-124-25,Congresswoman Kim Schrier (WA-08),District Director,2025-04-07,2025,staff,-4.1848598,12.619278,-1
MEM-123-25,,Caseworker and Field Representative,2025-04-07,2025,staff,-6.508871,13.857432,15
MEM-122-25,Congressman Maxwell Frost (FL-10),Creative Director,2025-04-07,2025,staff,-4.228612,-2.9409308,-1
MEM-119-25,Congresswoman Luz Rivas (CA-29),Press/Digital Assistant,2025-04-07,2025,staff,-3.3365517,-3.2891533,12
MEM-118-25,Congressman Kevin Mullin (CA-15),Legislative Assistant,2025-04-07,2025,staff,7.0617614,7.3651085,-1
MEM-117-25,,Staff Assistant,2025-04-07,2025,staff,10.810501,1.115362,6
MEM-132-25,Congressman Emanuel Cleaver (MO-05),Legislative Correspondent/Staff Assistant,2025-04-14,2025,staff,-0.7923812,6.8138757,-1
MEM-131-25,Congressman Jimmy Panetta (CA-19),Scheduler/Director of Operations,2025-04-14,2025,staff,2.5681975,17.001871,20
MEM-130-25,,Inspector General,2025-04-14,2025,staff,7.8272038,1.7964779,-1
MEM-129-25,Congresswoman Lauren Underwood (IL-14),Legislative Director,2025-04-14,2025,staff,6.7375393,8.881324,-1
MEM-137-25,Congresswoman Sarah Elfreth (MD-03),Caseworker,2025-04-21,2025,staff,-6.7915597,13.625151,-1
MEM-136-25,Congresswoman Suzanne Bonamici (OR-01),Immigration Caseworker,2025-04-21,2025,staff,-6.7807426,13.421213,-1
MEM-135-25,Representative Sharice Davids (KS-03),DC-Based Scheduler and Office Manager,2025-04-21,2025,staff,2.27236,17.025646,20
MEM-134-25,,Staff Assistant,2025-04-21,2025,staff,4.69649,3.054248,14
MEM-133-25,Congresswoman Rashida Tlaib (MI-12),DC Staff Assistant,2025-04-21,2025,staff,-1.8090577,8.3994465,-1
MEM-141-25,Congresswoman Janelle Bynum (OR-05),Clackamas Field Representative,2025-04-28,2025,staff,-5.934806,14.207036,-1
MEM-140-25,Congressman Tony Gonzales (TX-23),Senior Legislative Assistant,2025-04-28,2025,staff,6.485304,6.9271426,-1
MEM-139-25,Congressman Tony Gonzales (TX-23),Press Assistant/Press Secretary,2025-04-28,2025,staff,-3.1387773,-4.328369,12
MEM-138-25,,Financial Disclosure Counsel,2025-04-28,2025,staff,13.011789,1.0847439,5
MEM-145-25,Congressman Himes (CT-04),Scheduler or Operations Director,2025-05-05,2025,staff,2.4467616,17.071396,20
MEM-144-25,Congressman Josh Gottheimer (NJ-05),Press Secretary,2025-05-05,2025,staff,-3.0376253,-4.3938913,12
MEM-143-25,,Chief Clerk,2025-05-05,2025,staff,5.6701427,2.5979323,-1
MEM-142-25,,"Staff Director, Subcommittee on Oversight and Investigations, House Committee on Veterans' Affairs",2025-05-05,2025,staff,7.3640695,1.3360648,2
MEM-151-25,,Communications Manager,2025-05-12,2025,staff,-0.89426017,-5.505024,-1
MEM-150-25,Congressman Ryan Mackenzie (PA-07),Legislative Assistant,2025-05-12,2025,staff,6.3027215,7.2252345,-1
MEM-149-25,,Legislative Staffer,2025-05-12,2025,staff,6.231246,6.924162,-1
MEM-148-25,Congressman Jamie Raskin (MD-08),Legislative Correspondent,2025-05-12,2025,staff,-0.6557873,5.935375,-1
MEM-147-25,Congresswoman Rashida Tlaib (MI-12),Operations Manager/Scheduler,2025-05-12,2025,staff,2.4081187,16.878332,-1
MEM-159-25,,Staff Assistant & Driver,2025-05-19,2025,staff,-1.1017661,8.3255205,19
MEM-158-25,,Legislative Assistant/Senior Legislative Assistant,2025-05-19,2025,staff,6.5986986,7.8672357,-1
MEM-157-25,,Attorney / Summer Associate,2025-05-19,2025,staff,5.6715784,5.3218713,-1
MEM-156-25,,Legislative Correspondent,2025-05-19,2025,staff,-0.5038824,5.856147,-1
MEM-155-25,Representative Mike Kelly (PA-16),Scheduler or Operations Director,2025-05-19,2025,staff,2.3747995,17.013506,20
MEM-154-25,Congressman Sam Liccardo (CA-16),Caseworker,2025-05-19,2025,staff,-6.7793345,13.673213,15
MEM-153-25,Congressman Keith Self (TX-3),Caseworker/Field Representative,2025-05-19,2025,staff,-6.674332,13.806029,-1
MEM-152-25,Congressman Gabe Vasquez (NM-02),Staff Assistant/Legislative Correspondent,2025-05-19,2025,staff,-0.9238663,7.3216004,-1
MEM-164-25,,"Minority Professional Staff for the Subcommittees on Oversight and Investigations and Office of Insular Affairs, House Natural Resources Committee",2025-05-27,2025,staff,6.130006,3.8203623,-1
MEM-163-25,Congresswoman Jill Tokuda (HI-02),Legislative Director,2025-05-27,2025,staff,6.616732,9.199329,-1
MEM-162-25,Congresswoman Linda Sánchez (CA-38),Digital Director/Legislative Correspondent,2025-05-27,2025,staff,-4.1934767,-3.151128,-1
MEM-161-25,Congressman Rob Wittman (VA-01),Communications Director,2025-05-27,2025,staff,-0.9012889,-6.7644277,12
MEM-160-25,,Staff Assistant/Constituent Advocate,2025-05-27,2025,staff,-2.2983081,9.122823,-1
MEM-169-25,Representative Juan Vargas (CA-52),Senior Legislative Assistant or Legislative Assistant,2025-06-02,2025,staff,5.477526,7.2707477,-1
MEM-168-25,Congressman Greg Stanton (AZ-04),District Director,2025-06-02,2025,staff,-4.1894107,12.615667,11
MEM-167-25,,Director of Operations,2025-06-02,2025,staff,-0.24951239,-4.700073,-1
MEM-166-25,Congresswoman Maggie Goodlander (NH-02),Communications Manager/Digital Director,2025-06-02,2025,staff,-4.2292805,-3.0935388,-1
MEM-165-25,Congressman Rob Menendez (NJ-08),Legislative Correspondent,2025-06-02,2025,staff,-0.63842505,6.05232,-1
MEM-174-25,,Staff Assistant/Driver,2025-06-03,2025,staff,-1.0077659,8.389738,-1
MEM-173-25,Congressman Ed Case (HI-01),District Director,2025-06-03,2025,staff,-3.146484,10.77416,-1
MEM-170-25,Congressman Steven Horsford (NV-04),Legislative Director,2025-06-03,2025,staff,6.5455027,9.253414,-1
MEM-182-25,Congressman Don Davis (NC-01),Communications Director,2025-06-09,2025,staff,-0.9030274,-6.8225627,12
MEM-181-25,Congresswoman Janelle Bynum (OR-05),Field Representative,2025-06-09,2025,staff,-5.9042397,14.225696,-1
MEM-180-25,Congresswoman Angie Craig (MN-02),District Press Secretary,2025-06-09,2025,staff,-2.974191,-4.665632,-1
MEM-179-25,Congresswoman Grace Meng (NY-06),Constituent Liaison & Field Representative,2025-06-09,2025,staff,-5.7922807,13.047627,-1
MEM-177-25,,Digital Director,2025-06-09,2025,staff,-4.304642,-2.8702998,-1
MEM-176-25,Congressman Joe Courtney (CT-02),Press Secretary/Digital Content Manager,2025-06-09,2025,staff,-3.7540793,-3.6316426,12
MEM-172-25,,Professional Staff,2025-06-09,2025,staff,7.6516433,4.7364736,-1
MEM-189-25,Congressman Jason Crow (CO-06),Staff Assistant/Legislative Correspondent,2025-06-16,2025,staff,-0.9803617,7.182572,-1
MEM-188-25,Congresswoman Susie Lee (NV-03),Communications Director,2025-06-16,2025,staff,-0.57373255,-6.125736,12
MEM-185-25,Congressman Mike Levin (CA-49),Press Assistant,2025-06-16,2025,staff,-3.3269284,-3.421616,12
MEM-201-25,,Trade Counsel,2025-06-23,2025,staff,6.2797227,5.4642534,-1
MEM-200-25,,Senior Field Representative & Caseworker,2025-06-23,2025,staff,-6.257933,13.920786,-1
MEM-199-25,Congresswoman Kelly Morrison (MN-03),Digital Director,2025-06-23,2025,staff,-4.3452673,-2.8950627,-1
MEM-198-25,Congresswoman Dina Titus (NV-01),Immigration Caseworker,2025-06-23,2025,staff,-6.8342004,13.442953,-1
MEM-197-25,Congresswoman Chrissy Houlahan (PA-06),Constituent Advocate,2025-06-23,2025,staff,-5.7688985,12.682061,-1
MEM-195-25,Congresswoman Janelle Bynum (OR-05),Caseworker,2025-06-23,2025,staff,-6.7776175,13.643881,15
MEM-216-25,Congresswoman Suzanne Bonamici (OR-01),Press Assistant/Digital Content Manager,2025-06-30,2025,staff,-3.6293356,-3.3009174,12
MEM-212-25,,"Staff Director, Subcommittee on Disability Assistance and Memorial Affairs, House Committee on Veterans' Affairs",2025-06-30,2025,staff,7.358036,1.2877434,2
MEM-246-25,Congressman Pat Ryan (NY-18),Scheduler,2025-07-21,2025,staff,2.442952,17.51603,-1
MEM-245-25,,Speechwriter,2025-07-21,2025,staff,-3.3084133,-5.722601,-1
MEM-244-25,Congresswoman Rosa L. DeLauro (CT-03),Staff Assistant,2025-07-21,2025,staff,-1.2181444,8.214494,19
MEM-243-25,Congresswoman Nanette Barragán (CA-44),Press Secretary/Digital Director,2025-07-21,2025,staff,-3.9787478,-3.9605277,12
MEM-242-24,Congressman Dan Kildee (MI-08),Legislative Aide,2024-06-24,2024,staff,5.8515587,7.8841333,13
MEM-240-25,Congressman Joe Courtney (CT-02),Staff Assistant/Legislative Correspondent,2025-07-21,2025,staff,-1.0173562,6.9726233,-1
MEM-238-25,Congresswoman Debbie Dingell (MI-06),Field Representative/Digital Assistant,2025-07-21,2025,staff,-5.925615,14.135381,-1
MEM-234-25,Congressman Seth Moulton (MA-06),Communications Director,2025-07-21,2025,staff,-0.76188225,-6.0373516,12
MEM-230-25,Congresswoman Rosa L. DeLauro (CT-03),Outreach Coordinator/Press Secretary,2025-07-21,2025,staff,-5.063008,13.690485,-1
MEM-228-25,Congresswoman Madeleine Dean (PA-04),Staff/Digital Assistant,2025-07-21,2025,staff,-3.283442,-2.7374113,-1
MEM-227-25,Congresswoman Madeleine Dean (PA-04),Legislative Assistant,2025-07-21,2025,staff,6.6664653,7.52831,-1
MEM-224-25,Congresswoman Madeleine Dean (PA-04),Caseworker,2025-07-21,2025,staff,-6.801842,13.602931,15
MEM-257-25,Congressman Marc Veasey (TX-33),Staff Assistant/Driver,2025-07-28,2025,staff,-1.0271482,8.383519,-1
MEM-254-25,"Congressman Frank Pallone, Jr. (NJ-06)",Staff Assistant,2025-07-28,2025,staff,-4.9418707,13.117642,-1
MEM-253-25,,Digital Director,2025-07-28,2025,staff,-4.2845697,-2.9799407,12
MEM-251-25,Congresswoman Sara Jacobs (CA-51),San Diego-Based District Press Assistant,2025-07-28,2025,staff,-3.2533686,-3.5582678,-1
MEM-250-25,Representative Seth Moulton (MA-06),Legislative Correspondent & Communications Assistant,2025-07-28,2025,staff,-0.75054044,6.3785305,-1
MEM-249-25,Congressman Ed Case (HI-01),Constituent Service Representative/Caseworker,2025-07-28,2025,staff,-2.981817,10.541857,18
MEM-248-25,Congressman Ed Case (HI-01),Congressional District Director,2025-07-28,2025,staff,-3.006263,10.576769,-1
MEM-247-25,Congressman Ed Case (HI-01),Staff Assistant,2025-07-28,2025,staff,-2.9345791,10.486341,18
MEM-263-25,,Counsel or Professional Staff Member,2025-08-04,2025,staff,6.5797987,4.0335617,7
MEM-262-25,Congresswoman Linda Sánchez (CA-38),Scheduler,2025-08-04,2025,staff,2.0669353,17.581337,20
MEM-271-25,Congressman Jamie Raskin (MD-08),Legislative Director,2025-08-11,2025,staff,6.582294,9.133775,-1
